epoch,total_loss,text_loss,tv_loss,tv_weight,l2_loss,l2_weight
0,0.5773758888244629,12.193587198853493,0.6670082807540894,0.5,0.08302603662014008,0.0
1,0.5733102560043335,12.168794959783554,0.6598687171936035,0.5,0.0818844884634018,0.0
2,0.5710346698760986,12.242810398340225,0.6523569226264954,0.5,0.0806967169046402,0.0
3,0.5695896148681641,12.195190489292145,0.6513715982437134,0.5,0.080558180809021,0.0
4,0.5689879655838013,12.192011222243309,0.6502955555915833,0.5,0.08042328804731369,0.0
5,0.5688045024871826,12.211256727576256,0.6491587162017822,0.5,0.08028696477413177,0.0
6,0.5680200457572937,12.203089252114296,0.6479165554046631,0.5,0.08013957738876343,0.0
7,0.5675406455993652,12.21286454796791,0.6465666890144348,0.5,0.07997839897871017,0.0
8,0.5658084154129028,12.162067770957947,0.6451340913772583,0.5,0.07980559766292572,0.0
9,0.5655873417854309,12.189415514469147,0.6435980200767517,0.5,0.0796157568693161,0.0
10,0.5650128126144409,12.200736060738564,0.6419961452484131,0.5,0.07941436767578125,0.0
11,0.565151572227478,12.249703407287598,0.6403149962425232,0.5,0.07919932901859283,0.0
12,0.5630567073822021,12.188451290130615,0.6385753750801086,0.5,0.07897350192070007,0.0
13,0.5623834133148193,12.19847771525383,0.6368276476860046,0.5,0.07874268293380737,0.0
14,0.560753345489502,12.161305963993073,0.6350544691085815,0.5,0.07850637286901474,0.0
15,0.5604574680328369,12.191321447491646,0.633262038230896,0.5,0.07826413959264755,0.0
16,0.5587925314903259,12.153997898101807,0.631425142288208,0.5,0.0780133306980133,0.0
17,0.5584094524383545,12.181049823760986,0.6295769214630127,0.5,0.07775996625423431,0.0
18,0.5581496953964233,12.214806705713272,0.6277071237564087,0.5,0.07750140875577927,0.0
19,0.5565975308418274,12.184831440448761,0.6258018016815186,0.5,0.07723580300807953,0.0
20,0.5555154085159302,12.179415240883827,0.6238542795181274,0.5,0.07696223258972168,0.0
21,0.554056704044342,12.156088680028915,0.6218698620796204,0.5,0.07668187469244003,0.0
22,0.5534163117408752,12.17463381588459,0.6198472380638123,0.5,0.07639478147029877,0.0
23,0.551857054233551,12.148059487342834,0.6177917718887329,0.5,0.07610247284173965,0.0
24,0.5513406991958618,12.174547508358955,0.6156995296478271,0.5,0.07580366730690002,0.0
25,0.5498182773590088,12.151290953159332,0.6135848760604858,0.5,0.07550142705440521,0.0
26,0.5477179884910583,12.09982317686081,0.611443042755127,0.5,0.07519394904375076,0.0
27,0.5481196045875549,12.174079343676567,0.6092760562896729,0.5,0.07488168030977249,0.0
28,0.5461054444313049,12.12775219976902,0.6071008443832397,0.5,0.07456720620393753,0.0
29,0.5452091097831726,12.137837022542953,0.6049047112464905,0.5,0.07424913346767426,0.0
30,0.5436398983001709,12.112940728664398,0.6027622222900391,0.5,0.0739414244890213,0.0
31,0.5434821248054504,12.157991483807564,0.600644588470459,0.5,0.07363607734441757,0.0
32,0.542018473148346,12.137742072343826,0.5985272526741028,0.5,0.0733303427696228,0.0
33,0.539821982383728,12.081239506602287,0.5963943600654602,0.5,0.07302235066890717,0.0
34,0.5387730598449707,12.082149267196655,0.5942600965499878,0.5,0.07271406799554825,0.0
35,0.5377342104911804,12.083735302090645,0.5921189785003662,0.5,0.07240457832813263,0.0
36,0.536258339881897,12.063782513141632,0.5899653434753418,0.5,0.07209409773349762,0.0
37,0.535833477973938,12.096335783600807,0.5878134965896606,0.5,0.07178397476673126,0.0
38,0.5345698595046997,12.08672234416008,0.5856708288192749,0.5,0.07147599011659622,0.0
39,0.5335979461669922,12.091898828744888,0.5835199356079102,0.5,0.07116665691137314,0.0
40,0.532928466796875,12.112272664904594,0.5813660621643066,0.5,0.07085706293582916,0.0
41,0.5311188697814941,12.075613632798195,0.5792132019996643,0.5,0.0705486536026001,0.0
42,0.529868483543396,12.066935166716576,0.5770596265792847,0.5,0.07023981213569641,0.0
43,0.5284407138824463,12.049593210220337,0.5748977065086365,0.5,0.06992983818054199,0.0
44,0.5271681547164917,12.039903774857521,0.5727401375770569,0.5,0.06962064653635025,0.0
45,0.5259056091308594,12.030763998627663,0.5705806016921997,0.5,0.0693114697933197,0.0
46,0.5252353549003601,12.051492139697075,0.5684109926223755,0.5,0.06900148093700409,0.0
47,0.5239143967628479,12.039729923009872,0.566239595413208,0.5,0.06869084388017654,0.0
48,0.5223336219787598,12.015261888504028,0.5640568137168884,0.5,0.06837896257638931,0.0
49,0.5214282274246216,12.024499416351318,0.5618765354156494,0.5,0.0680675357580185,0.0
50,0.5203282237052917,12.023193627595901,0.559728741645813,0.5,0.06776285171508789,0.0
51,0.5186102390289307,11.99107052385807,0.5575776100158691,0.5,0.06745857000350952,0.0
52,0.518295168876648,12.029026359319687,0.555429220199585,0.5,0.06715412437915802,0.0
53,0.5162650346755981,11.981303811073303,0.553277850151062,0.5,0.0668499618768692,0.0
54,0.5155863165855408,12.001059725880623,0.5511302351951599,0.5,0.06654655933380127,0.0
55,0.5152034759521484,12.034671440720558,0.5490200519561768,0.5,0.06624870747327805,0.0
56,0.5142189264297485,12.038208082318306,0.5469095706939697,0.5,0.06595003604888916,0.0
57,0.512125551700592,11.98624087870121,0.5448014736175537,0.5,0.06565208733081818,0.0
58,0.5116570591926575,12.01552239060402,0.5426932573318481,0.5,0.06535566598176956,0.0
59,0.5099256038665771,11.981706976890564,0.5405828952789307,0.5,0.06505940109491348,0.0
60,0.5082947015762329,11.95289158821106,0.5384736657142639,0.5,0.06476438790559769,0.0
61,0.507718563079834,11.976954951882362,0.5363588929176331,0.5,0.06446869671344757,0.0
62,0.5068548917770386,11.986595496535301,0.534246027469635,0.5,0.06417335569858551,0.0
63,0.5061885714530945,12.006145104765892,0.5321313142776489,0.5,0.06387787312269211,0.0
64,0.5035088658332825,11.925036683678627,0.530016303062439,0.5,0.06358250975608826,0.0
65,0.5026320219039917,11.934092700481415,0.5279003381729126,0.5,0.06328833103179932,0.0
66,0.5016139149665833,11.936218410730362,0.525779128074646,0.5,0.0629931166768074,0.0
67,0.5011789798736572,11.967557445168495,0.5236557126045227,0.5,0.06269816309213638,0.0
68,0.4995337128639221,11.938222512602806,0.521538496017456,0.5,0.06240464374423027,0.0
69,0.4981674551963806,11.922918975353241,0.5194181203842163,0.5,0.06211045756936073,0.0
70,0.49817872047424316,11.976334750652313,0.5173040628433228,0.5,0.061817266047000885,0.0
71,0.4958654046058655,11.9134152084589,0.5151941776275635,0.5,0.06152528524398804,0.0
72,0.49476388096809387,11.911145135760307,0.513081967830658,0.5,0.061233557760715485,0.0
73,0.49320322275161743,11.885718539357185,0.5109776854515076,0.5,0.06094406917691231,0.0
74,0.4931256175041199,11.934175193309784,0.5088841915130615,0.5,0.060656122863292694,0.0
75,0.4923953115940094,11.949832394719124,0.5067973136901855,0.5,0.06036994978785515,0.0
76,0.4900244474411011,11.883314669132233,0.5047162771224976,0.5,0.060085151344537735,0.0
77,0.48993468284606934,11.930723085999489,0.5026404857635498,0.5,0.059800952672958374,0.0
78,0.48861390352249146,11.916449546813965,0.5005698204040527,0.5,0.05951705574989319,0.0
79,0.4870448112487793,11.889535948634148,0.49850815534591675,0.5,0.05923451483249664,0.0
80,0.4854220747947693,11.859411880373955,0.4964677095413208,0.5,0.05895344540476799,0.0
81,0.48483070731163025,11.880752176046371,0.4944313168525696,0.5,0.05867321416735649,0.0
82,0.48346513509750366,11.863199472427368,0.49240225553512573,0.5,0.058394186198711395,0.0
83,0.4814223051071167,11.811095759272575,0.4904008209705353,0.5,0.05811864882707596,0.0
84,0.48171621561050415,11.875748351216316,0.48840248584747314,0.5,0.057844847440719604,0.0
85,0.4812392592430115,11.901702001690865,0.4864104390144348,0.5,0.05757260322570801,0.0
86,0.4782755374908447,11.803001657128334,0.48443102836608887,0.5,0.05730267986655235,0.0
87,0.47786492109298706,11.831668958067894,0.4824630618095398,0.5,0.057036444544792175,0.0
88,0.47741034626960754,11.857899755239487,0.48050469160079956,0.5,0.056771665811538696,0.0
89,0.4757263660430908,11.822530373930931,0.4785515367984772,0.5,0.05650874599814415,0.0
90,0.4750462770462036,11.837329491972923,0.47659939527511597,0.5,0.05624711140990257,0.0
91,0.473867803812027,11.826766565442085,0.47466495633125305,0.5,0.05598833039402962,0.0
92,0.47327035665512085,11.84491914510727,0.4727439284324646,0.5,0.0557328425347805,0.0
93,0.47208094596862793,11.833155393600464,0.47083568572998047,0.5,0.05548032745718956,0.0
94,0.4703289270401001,11.79319478571415,0.46893006563186646,0.5,0.05522898584604263,0.0
95,0.4698812961578369,11.818286389112473,0.4670311212539673,0.5,0.05497906357049942,0.0
96,0.4686911106109619,11.806076228618622,0.4651391804218292,0.5,0.054729070514440536,0.0
97,0.4674404263496399,11.790629237890244,0.4632556438446045,0.5,0.054480791091918945,0.0
98,0.46697717905044556,11.81415170431137,0.46138831973075867,0.5,0.054234035313129425,0.0
99,0.46552813053131104,11.788264527916908,0.4595256447792053,0.5,0.05398814007639885,0.0
100,0.4647905230522156,11.797847479581833,0.45766711235046387,0.5,0.053743068128824234,0.0
101,0.46430134773254395,11.819615557789803,0.4558181166648865,0.5,0.053498122841119766,0.0
102,0.4637024998664856,11.835568949580193,0.45398223400115967,0.5,0.05325532332062721,0.0
103,0.4617040753364563,11.781106233596802,0.4521638751029968,0.5,0.053015366196632385,0.0
104,0.4605047404766083,11.766494482755661,0.45034968852996826,0.5,0.05277654156088829,0.0
105,0.45996204018592834,11.784336283802986,0.44855064153671265,0.5,0.05254015326499939,0.0
106,0.4588638246059418,11.774228870868683,0.446758508682251,0.5,0.052305031567811966,0.0
107,0.4577428102493286,11.76285170018673,0.44497159123420715,0.5,0.05207229033112526,0.0
108,0.45701393485069275,11.77079252898693,0.443196177482605,0.5,0.051839519292116165,0.0
109,0.45460084080696106,11.69441631436348,0.44142502546310425,0.5,0.051608819514513016,0.0
110,0.4541349411010742,11.715188294649124,0.4396623373031616,0.5,0.05137963593006134,0.0
111,0.45241302251815796,11.673104017972946,0.4379018545150757,0.5,0.05115259811282158,0.0
112,0.4519333243370056,11.693156123161316,0.43614041805267334,0.5,0.050926242023706436,0.0
113,0.4514003098011017,11.710123971104622,0.4343956708908081,0.5,0.05070225149393082,0.0
114,0.45005273818969727,11.686318099498749,0.43265271186828613,0.5,0.0504794679582119,0.0
115,0.44836899638175964,11.645733579993248,0.4309086501598358,0.5,0.05025731772184372,0.0
116,0.4485260248184204,11.697123497724533,0.42916712164878845,0.5,0.050035882741212845,0.0
117,0.4474717974662781,11.688037306070328,0.42742210626602173,0.5,0.04981447383761406,0.0
118,0.4458559453487396,11.651112884283066,0.4256673753261566,0.5,0.0495922714471817,0.0
119,0.4456128180027008,11.683012798428535,0.4239051342010498,0.5,0.04937036335468292,0.0
120,0.4439871907234192,11.645539551973343,0.4221527576446533,0.5,0.049149781465530396,0.0
121,0.44305941462516785,11.642949149012566,0.42040085792541504,0.5,0.048928599804639816,0.0
122,0.4431838393211365,11.69291839003563,0.4186509847640991,0.5,0.04870784282684326,0.0
123,0.4418506622314453,11.66975724697113,0.4169110059738159,0.5,0.04848887398838997,0.0
124,0.44071465730667114,11.656140923500061,0.4151836931705475,0.5,0.04827223718166351,0.0
125,0.43889498710632324,11.608277767896652,0.4134588837623596,0.5,0.04805595055222511,0.0
126,0.43915855884552,11.664274007081985,0.41174617409706116,0.5,0.04784127697348595,0.0
127,0.4373222589492798,11.615194723010063,0.41003671288490295,0.5,0.047627780586481094,0.0
128,0.4372560977935791,11.65474620461464,0.4083223342895508,0.5,0.04741445928812027,0.0
129,0.4358493983745575,11.62725704908371,0.406608521938324,0.5,0.047201190143823624,0.0
130,0.43547165393829346,11.651146352291107,0.4048974812030792,0.5,0.04698885977268219,0.0
131,0.43417149782180786,11.628529116511345,0.4032018184661865,0.5,0.04677853360772133,0.0
132,0.43300947546958923,11.6123808324337,0.4015237092971802,0.5,0.04657040536403656,0.0
133,0.4324786961078644,11.627468138933182,0.39985865354537964,0.5,0.04636267200112343,0.0
134,0.431172251701355,11.603704616427422,0.39819633960723877,0.5,0.04615548625588417,0.0
135,0.43187427520751953,11.68029834330082,0.396536648273468,0.5,0.04594919830560684,0.0
136,0.4304192364215851,11.648500189185143,0.3948984742164612,0.5,0.045744530856609344,0.0
137,0.42867425084114075,11.601962104439735,0.39327001571655273,0.5,0.045541223138570786,0.0
138,0.4287564754486084,11.646546751260757,0.39165109395980835,0.5,0.04533941298723221,0.0
139,0.4274960458278656,11.623724952340126,0.39004307985305786,0.5,0.045139119029045105,0.0
140,0.4270431101322174,11.64120727777481,0.3884379267692566,0.5,0.0449390634894371,0.0
141,0.4257579445838928,11.616914838552475,0.3868393003940582,0.5,0.04474053159356117,0.0
142,0.4245089292526245,11.594155848026276,0.38525158166885376,0.5,0.04454357177019119,0.0
143,0.4237259030342102,11.594585493206978,0.3836684226989746,0.5,0.04434730112552643,0.0
144,0.423575222492218,11.626384824514389,0.38209500908851624,0.5,0.0441521480679512,0.0
145,0.4219694137573242,11.585277736186981,0.38052767515182495,0.5,0.04395773634314537,0.0
146,0.4216552972793579,11.608408436179161,0.3789742588996887,0.5,0.0437648631632328,0.0
147,0.4206768572330475,11.598189324140549,0.3774261474609375,0.5,0.04357292503118515,0.0
148,0.41980233788490295,11.593130186200142,0.3758794665336609,0.5,0.04338084161281586,0.0
149,0.41951242089271545,11.61716316640377,0.3743383288383484,0.5,0.04318969324231148,0.0
150,0.41870951652526855,11.615472108125687,0.3728001117706299,0.5,0.04299911856651306,0.0
151,0.4171220064163208,11.574482873082161,0.37126466631889343,0.5,0.04280909150838852,0.0
152,0.41707199811935425,11.610298603773117,0.3697320222854614,0.5,0.04261992499232292,0.0
153,0.4153760075569153,11.563671693205833,0.36820513010025024,0.5,0.04243266582489014,0.0
154,0.4153090715408325,11.598386079072952,0.3666827082633972,0.5,0.04224630817770958,0.0
155,0.41370195150375366,11.555982515215874,0.365164577960968,0.5,0.04206108674407005,0.0
156,0.41351717710494995,11.584508031606674,0.3636540174484253,0.5,0.04187751188874245,0.0
157,0.41200709342956543,11.54629647731781,0.3621622920036316,0.5,0.04169599339365959,0.0
158,0.4113908112049103,11.552472278475761,0.36068272590637207,0.5,0.04151472821831703,0.0
159,0.41058194637298584,11.548822566866875,0.3592109978199005,0.5,0.041333820670843124,0.0
160,0.409839391708374,11.548430651426315,0.3577415347099304,0.5,0.04115409031510353,0.0
161,0.40909674763679504,11.547959625720978,0.35627511143684387,0.5,0.04097529873251915,0.0
162,0.40885987877845764,11.5728197991848,0.35480695962905884,0.5,0.04079688712954521,0.0
163,0.40810084342956543,11.571606084704399,0.35333746671676636,0.5,0.04061802849173546,0.0
164,0.4064503312110901,11.525774478912354,0.3518696427345276,0.5,0.04043951258063316,0.0
165,0.40575897693634033,11.528069451451302,0.350395143032074,0.5,0.04026152938604355,0.0
166,0.406036913394928,11.578668266534805,0.3489271402359009,0.5,0.04008316248655319,0.0
167,0.4044308066368103,11.534727811813354,0.3474724590778351,0.5,0.03990606963634491,0.0
168,0.4038240313529968,11.53999887406826,0.34604811668395996,0.5,0.039733219891786575,0.0
169,0.4041307270526886,11.590298667550087,0.3446494936943054,0.5,0.03956165909767151,0.0
170,0.4023318886756897,11.534962326288223,0.3432652950286865,0.5,0.039392150938510895,0.0
171,0.4017634093761444,11.54056766629219,0.3419041037559509,0.5,0.039224229753017426,0.0
172,0.40060409903526306,11.515969038009644,0.3405694365501404,0.5,0.03905906900763512,0.0
173,0.4006117582321167,11.549353152513504,0.3392494320869446,0.5,0.03889520838856697,0.0
174,0.39993971586227417,11.548554107546806,0.33793726563453674,0.5,0.038732513785362244,0.0
175,0.3991481065750122,11.541632071137428,0.3366309404373169,0.5,0.03857066109776497,0.0
176,0.39879509806632996,11.556808829307556,0.33531785011291504,0.5,0.038408126682043076,0.0
177,0.39819854497909546,11.559908881783485,0.33400076627731323,0.5,0.038246382027864456,0.0
178,0.39772486686706543,11.569521889090538,0.33266890048980713,0.5,0.03808465972542763,0.0
179,0.3960484564304352,11.519006431102753,0.33133664727211,0.5,0.03792334347963333,0.0
180,0.3960120677947998,11.549693837761879,0.3300364017486572,0.5,0.037764884531497955,0.0
181,0.39545175433158875,11.553486958146095,0.32876402139663696,0.5,0.03760886564850807,0.0
182,0.3946404457092285,11.544235348701477,0.3275114893913269,0.5,0.03745433688163757,0.0
183,0.3930581212043762,11.496451929211617,0.32625818252563477,0.5,0.03730021044611931,0.0
